results_df_name,model_name,metric_category,condition,metric
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Edema,FPR
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Edema,FNR
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Edema,TNR
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Edema,Precision
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Edema,Recall
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Edema,BER
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Edema,F1 Score
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Atelectasis,TP
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Atelectasis,FP
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Atelectasis,FN
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Atelectasis,TN
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Atelectasis,TPR
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Atelectasis,FPR
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Atelectasis,FNR
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Atelectasis,TNR
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Atelectasis,Precision
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Atelectasis,Recall
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Atelectasis,BER
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Atelectasis,F1 Score
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Pleural Effusion,TP
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Pleural Effusion,FP
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Pleural Effusion,FN
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Pleural Effusion,TN
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Pleural Effusion,TPR
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Pleural Effusion,FPR
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Pleural Effusion,FNR
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Pleural Effusion,TNR
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Pleural Effusion,Precision
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Pleural Effusion,Recall
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Pleural Effusion,BER
valid_rad_results,densenet_base384_enhanced,certain_vs_uncertain,Pleural Effusion,F1 Score
test_rad_results,resnet_base224,positive_vs_negative,Cardiomegaly,TP
test_rad_results,resnet_base224,positive_vs_negative,Cardiomegaly,FP
test_rad_results,resnet_base224,positive_vs_negative,Cardiomegaly,FN
test_rad_results,resnet_base224,positive_vs_negative,Cardiomegaly,TN
test_rad_results,resnet_base224,positive_vs_negative,Cardiomegaly,TPR
test_rad_results,resnet_base224,positive_vs_negative,Cardiomegaly,FPR
test_rad_results,resnet_base224,positive_vs_negative,Cardiomegaly,FNR
test_rad_results,resnet_base224,positive_vs_negative,Cardiomegaly,TNR
test_rad_results,resnet_base224,positive_vs_negative,Cardiomegaly,Precision
test_rad_results,resnet_base224,positive_vs_negative,Cardiomegaly,Recall
test_rad_results,resnet_base224,positive_vs_negative,Cardiomegaly,BER
test_rad_results,resnet_base224,positive_vs_negative,Cardiomegaly,F1 Score
test_rad_results,resnet_base224,positive_vs_negative,Consolidation,TP
test_rad_results,resnet_base224,positive_vs_negative,Consolidation,FP
test_rad_results,resnet_base224,positive_vs_negative,Consolidation,FN
test_rad_results,resnet_base224,positive_vs_negative,Consolidation,TN
test_rad_results,resnet_base224,positive_vs_negative,Consolidation,TPR
test_rad_results,resnet_base224,positive_vs_negative,Consolidation,FPR
test_rad_results,resnet_base224,positive_vs_negative,Consolidation,FNR
test_rad_results,resnet_base224,positive_vs_negative,Consolidation,TNR
test_rad_results,resnet_base224,positive_vs_negative,Consolidation,Precision
test_rad_results,resnet_base224,positive_vs_negative,Consolidation,Recall
test_rad_results,resnet_base224,positive_vs_negative,Consolidation,BER
test_rad_results,resnet_base224,positive_vs_negative,Consolidation,F1 Score
test_rad_results,resnet_base224,positive_vs_negative,Edema,TP
test_rad_results,resnet_base224,positive_vs_negative,Edema,FP
test_rad_results,resnet_base224,positive_vs_negative,Edema,FN
test_rad_results,resnet_base224,positive_vs_negative,Edema,TN
test_rad_results,resnet_base224,positive_vs_negative,Edema,TPR
test_rad_results,resnet_base224,positive_vs_negative,Edema,FPR
test_rad_results,resnet_base224,positive_vs_negative,Edema,FNR
test_rad_results,resnet_base224,positive_vs_negative,Edema,TNR
test_rad_results,resnet_base224,positive_vs_negative,Edema,Precision
test_rad_results,resnet_base224,positive_vs_negative,Edema,Recall
test_rad_results,resnet_base224,positive_vs_negative,Edema,BER
test_rad_results,resnet_base224,positive_vs_negative,Edema,F1 Score
test_rad_results,resnet_base224,positive_vs_negative,Atelectasis,TP
test_rad_results,resnet_base224,positive_vs_negative,Atelectasis,FP
test_rad_results,resnet_base224,positive_vs_negative,Atelectasis,FN
test_rad_results,resnet_base224,positive_vs_negative,Atelectasis,TN
test_rad_results,resnet_base224,positive_vs_negative,Atelectasis,TPR
test_rad_results,resnet_base224,positive_vs_negative,Atelectasis,FPR
test_rad_results,resnet_base224,positive_vs_negative,Atelectasis,FNR
test_rad_results,resnet_base224,positive_vs_negative,Atelectasis,TNR
test_rad_results,resnet_base224,positive_vs_negative,Atelectasis,Precision
test_rad_results,resnet_base224,positive_vs_negative,Atelectasis,Recall
test_rad_results,resnet_base224,positive_vs_negative,Atelectasis,BER
test_rad_results,resnet_base224,positive_vs_negative,Atelectasis,F1 Score
test_rad_results,resnet_base224,positive_vs_negative,Pleural Effusion,TP
test_rad_results,resnet_base224,positive_vs_negative,Pleural Effusion,FP
test_rad_results,resnet_base224,positive_vs_negative,Pleural Effusion,FN
test_rad_results,resnet_base224,positive_vs_negative,Pleural Effusion,TN
test_rad_results,resnet_base224,positive_vs_negative,Pleural Effusion,TPR
test_rad_results,resnet_base224,positive_vs_negative,Pleural Effusion,FPR
test_rad_results,resnet_base224,positive_vs_negative,Pleural Effusion,FNR
test_rad_results,resnet_base224,positive_vs_negative,Pleural Effusion,TNR
test_rad_results,resnet_base224,positive_vs_negative,Pleural Effusion,Precision
test_rad_results,resnet_base224,positive_vs_negative,Pleural Effusion,Recall
test_rad_results,resnet_base224,positive_vs_negative,Pleural Effusion,BER
test_rad_results,resnet_base224,positive_vs_negative,Pleural Effusion,F1 Score
test_rad_results,resnet_base224,certain_vs_uncertain,Cardiomegaly,TP
test_rad_results,resnet_base224,certain_vs_uncertain,Cardiomegaly,FP
test_rad_results,resnet_base224,certain_vs_uncertain,Cardiomegaly,FN
test_rad_results,resnet_base224,certain_vs_uncertain,Cardiomegaly,TN
test_rad_results,resnet_base224,certain_vs_uncertain,Cardiomegaly,TPR
test_rad_results,resnet_base224,certain_vs_uncertain,Cardiomegaly,FPR
test_rad_results,resnet_base224,certain_vs_uncertain,Cardiomegaly,FNR
test_rad_results,resnet_base224,certain_vs_uncertain,Cardiomegaly,TNR
test_rad_results,resnet_base224,certain_vs_uncertain,Cardiomegaly,Precision
test_rad_results,resnet_base224,certain_vs_uncertain,Cardiomegaly,Recall
test_rad_results,resnet_base224,certain_vs_uncertain,Cardiomegaly,BER
test_rad_results,resnet_base224,certain_vs_uncertain,Cardiomegaly,F1 Score
test_rad_results,resnet_base224,certain_vs_uncertain,Consolidation,TP
test_rad_results,resnet_base224,certain_vs_uncertain,Consolidation,FP
test_rad_results,resnet_base224,certain_vs_uncertain,Consolidation,FN
test_rad_results,resnet_base224,certain_vs_uncertain,Consolidation,TN
test_rad_results,resnet_base224,certain_vs_uncertain,Consolidation,TPR
test_rad_results,resnet_base224,certain_vs_uncertain,Consolidation,FPR
test_rad_results,resnet_base224,certain_vs_uncertain,Consolidation,FNR
test_rad_results,resnet_base224,certain_vs_uncertain,Consolidation,TNR
test_rad_results,resnet_base224,certain_vs_uncertain,Consolidation,Precision
test_rad_results,resnet_base224,certain_vs_uncertain,Consolidation,Recall
test_rad_results,resnet_base224,certain_vs_uncertain,Consolidation,BER
test_rad_results,resnet_base224,certain_vs_uncertain,Consolidation,F1 Score
test_rad_results,resnet_base224,certain_vs_uncertain,Edema,TP
test_rad_results,resnet_base224,certain_vs_uncertain,Edema,FP
test_rad_results,resnet_base224,certain_vs_uncertain,Edema,FN
test_rad_results,resnet_base224,certain_vs_uncertain,Edema,TN
test_rad_results,resnet_base224,certain_vs_uncertain,Edema,TPR
test_rad_results,resnet_base224,certain_vs_uncertain,Edema,FPR
test_rad_results,resnet_base224,certain_vs_uncertain,Edema,FNR
test_rad_results,resnet_base224,certain_vs_uncertain,Edema,TNR
test_rad_results,resnet_base224,certain_vs_uncertain,Edema,Precision
test_rad_results,resnet_base224,certain_vs_uncertain,Edema,Recall
test_rad_results,resnet_base224,certain_vs_uncertain,Edema,BER
test_rad_results,resnet_base224,certain_vs_uncertain,Edema,F1 Score
test_rad_results,resnet_base224,certain_vs_uncertain,Atelectasis,TP
test_rad_results,resnet_base224,certain_vs_uncertain,Atelectasis,FP
test_rad_results,resnet_base224,certain_vs_uncertain,Atelectasis,FN
test_rad_results,resnet_base224,certain_vs_uncertain,Atelectasis,TN
test_rad_results,resnet_base224,certain_vs_uncertain,Atelectasis,TPR
test_rad_results,resnet_base224,certain_vs_uncertain,Atelectasis,FPR
test_rad_results,resnet_base224,certain_vs_uncertain,Atelectasis,FNR
test_rad_results,resnet_base224,certain_vs_uncertain,Atelectasis,TNR
test_rad_results,resnet_base224,certain_vs_uncertain,Atelectasis,Precision
test_rad_results,resnet_base224,certain_vs_uncertain,Atelectasis,Recall
test_rad_results,resnet_base224,certain_vs_uncertain,Atelectasis,BER
test_rad_results,resnet_base224,certain_vs_uncertain,Atelectasis,F1 Score
test_rad_results,resnet_base224,certain_vs_uncertain,Pleural Effusion,TP
test_rad_results,resnet_base224,certain_vs_uncertain,Pleural Effusion,FP
test_rad_results,resnet_base224,certain_vs_uncertain,Pleural Effusion,FN
test_rad_results,resnet_base224,certain_vs_uncertain,Pleural Effusion,TN
test_rad_results,resnet_base224,certain_vs_uncertain,Pleural Effusion,TPR
test_rad_results,resnet_base224,certain_vs_uncertain,Pleural Effusion,FPR
test_rad_results,resnet_base224,certain_vs_uncertain,Pleural Effusion,FNR
test_rad_results,resnet_base224,certain_vs_uncertain,Pleural Effusion,TNR
test_rad_results,resnet_base224,certain_vs_uncertain,Pleural Effusion,Precision
test_rad_results,resnet_base224,certain_vs_uncertain,Pleural Effusion,Recall
test_rad_results,resnet_base224,certain_vs_uncertain,Pleural Effusion,BER
test_rad_results,resnet_base224,certain_vs_uncertain,Pleural Effusion,F1 Score
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Cardiomegaly,TP
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Cardiomegaly,FP
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Cardiomegaly,FN
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Cardiomegaly,TN
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Cardiomegaly,TPR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Cardiomegaly,FPR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Cardiomegaly,FNR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Cardiomegaly,TNR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Cardiomegaly,Precision
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Cardiomegaly,Recall
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Cardiomegaly,BER
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Cardiomegaly,F1 Score
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Consolidation,TP
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Consolidation,FP
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Consolidation,FN
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Consolidation,TN
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Consolidation,TPR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Consolidation,FPR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Consolidation,FNR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Consolidation,TNR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Consolidation,Precision
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Consolidation,Recall
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Consolidation,BER
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Consolidation,F1 Score
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,TP
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,FP
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,FN
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,TN
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,TPR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,FPR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,FNR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,TNR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,Precision
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,Recall
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,BER
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,F1 Score
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,TP
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,FP
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,FN
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,TN
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,TPR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,FPR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,FNR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,TNR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,Precision
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,Recall
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,BER
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,F1 Score
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,TP
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,FP
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,FN
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,TN
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,TPR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,FPR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,FNR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,TNR
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,Precision
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,Recall
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,BER
test_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,F1 Score
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,TP
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,FP
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,FN
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,TN
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,TPR
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,FPR
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,FNR
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,TNR
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,Precision
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,Recall
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,BER
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,F1 Score
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,TP
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,FP
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,FN
test_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,TN
